model,problem,chunk_idx,n_chunks,rel_pos,in_degree,out_degree,n_descendants,frac_descendants,cf_kl,cf_acc,resamp_kl,overdet,tags
deepseek-r1-distill-llama-8b,problem_3550,51,521,0.09807692307692308,1,0,0,0.0,3.674581596057368,0.06818181818181818,3.674581596057368,0.6363636363636364,fact_retrieval
deepseek-r1-distill-llama-8b,problem_3550,52,521,0.1,1,0,0,0.0,9.073454736881743,0.01317829457364341,8.826058750526006,0.6136363636363636,fact_retrieval
deepseek-r1-distill-llama-8b,problem_3550,53,521,0.10192307692307692,1,2,9,0.01730769230769231,5.973717079185625,-0.06229143492769744,5.856516999690814,0.16666666666666663,fact_retrieval
deepseek-r1-distill-llama-8b,problem_3550,54,521,0.10384615384615385,1,1,7,0.013461538461538462,6.005782107948635,-0.04210526315789476,5.529460091088989,0.16129032258064513,active_computation
deepseek-r1-distill-llama-8b,problem_3550,55,521,0.10576923076923077,1,1,6,0.011538461538461539,8.416006602151153,-0.04451345755693584,6.467902338290988,0.3555555555555555,active_computation
deepseek-r1-distill-llama-8b,problem_3550,56,521,0.1076923076923077,1,1,5,0.009615384615384616,6.018661880943191,0.10130718954248366,5.565728928930445,0.04761904761904767,active_computation
deepseek-r1-distill-llama-8b,problem_3550,57,521,0.10961538461538461,1,1,5,0.009615384615384616,4.2381506201997805,-0.16363636363636364,5.630768259684153,0.3529411764705882,fact_retrieval
deepseek-r1-distill-llama-8b,problem_3550,58,521,0.11153846153846154,2,1,4,0.007692307692307693,25.040753129639263,-0.1388888888888889,5.304625031707013,0.275,active_computation
deepseek-r1-distill-llama-8b,problem_3550,59,521,0.11346153846153846,1,1,3,0.0057692307692307696,3.834890442722029,0.008454106280193247,3.834890442722029,0.41666666666666663,active_computation
deepseek-r1-distill-llama-8b,problem_3550,60,521,0.11538461538461539,1,1,2,0.0038461538461538464,7.116602842045399,-0.05714285714285716,7.176720323836524,0.08695652173913049,active_computation
deepseek-r1-distill-llama-8b,problem_3550,61,521,0.11730769230769231,1,1,1,0.0019230769230769232,4.549762815667865,0.07051282051282051,4.285764399153813,0.08571428571428574,plan_generation
deepseek-r1-distill-llama-8b,problem_3550,62,521,0.11923076923076924,1,0,0,0.0,7.3444674360616995,-0.007246376811594207,5.39485500477682,0.02564102564102566,plan_generation
deepseek-r1-distill-llama-8b,problem_3550,63,521,0.12115384615384615,1,1,27,0.051923076923076926,4.665607109744709,-0.021739130434782622,4.665607109744709,0.7173913043478262,fact_retrieval
deepseek-r1-distill-llama-8b,problem_3550,64,521,0.12307692307692308,1,1,26,0.05,3.743466568053327,0.08454106280193238,3.743466568053327,0.021739130434782594,active_computation
deepseek-r1-distill-llama-8b,problem_3550,65,521,0.125,1,1,25,0.04807692307692308,0.0,0.0,7.742054121564909,0.08333333333333337,active_computation
deepseek-r1-distill-llama-8b,problem_3550,66,521,0.12692307692307692,1,2,24,0.046153846153846156,7.613297236135479,-0.07945736434108529,7.922655752551213,0.027027027027026973,active_computation
deepseek-r1-distill-llama-8b,problem_3550,67,521,0.12884615384615383,1,1,22,0.04230769230769231,7.5162700690791935,0.004895960832313362,7.516270069079193,0.2558139534883721,active_computation
deepseek-r1-distill-llama-8b,problem_3550,68,521,0.13076923076923078,1,1,22,0.04230769230769231,6.034002573117821,-0.055456171735241505,5.629534304223855,0.4736842105263158,active_computation
deepseek-r1-distill-llama-8b,problem_3550,69,521,0.1326923076923077,2,1,21,0.04038461538461539,5.8720775851701585,0.1575984990619137,6.352841213025299,0.2790697674418605,active_computation
deepseek-r1-distill-llama-8b,problem_3550,70,521,0.1346153846153846,1,1,20,0.038461538461538464,8.499304620752028,-0.10329985652797706,8.499304620752028,0.1707317073170732,active_computation
deepseek-r1-distill-llama-8b,problem_3550,71,521,0.13653846153846153,1,1,19,0.03653846153846154,0.0,0.0,5.642273582411203,0.9705882352941176,active_computation
deepseek-r1-distill-llama-8b,problem_3550,72,521,0.13846153846153847,1,1,18,0.03461538461538462,4.374904953683791,0.07714285714285712,4.374904953683791,0.11428571428571432,active_computation
deepseek-r1-distill-llama-8b,problem_3550,73,521,0.14038461538461539,1,1,17,0.032692307692307694,4.592609065319689,0.05991041433370661,4.653311175053066,0.07999999999999996,active_computation
deepseek-r1-distill-llama-8b,problem_3550,74,521,0.1423076923076923,1,1,16,0.03076923076923077,6.114928077317161,0.02165196471531676,5.6350658059648815,0.0,active_computation
deepseek-r1-distill-llama-8b,problem_3550,75,521,0.14423076923076922,1,1,15,0.028846153846153848,5.899594905028094,-0.02657807308970099,5.899594905028094,0.0,active_computation
deepseek-r1-distill-llama-8b,problem_3550,76,521,0.14615384615384616,1,1,14,0.026923076923076925,1.5755358197935367,-0.15384615384615385,6.777707043095807,0.12244897959183676,active_computation
deepseek-r1-distill-llama-8b,problem_3550,77,521,0.14807692307692308,1,1,13,0.025,4.924104307233465,0.042328042328042326,4.936552338420451,0.02564102564102566,active_computation
deepseek-r1-distill-llama-8b,problem_3550,78,521,0.15,1,1,12,0.023076923076923078,3.8061505357940653,-0.01231802911534155,4.1653296816986884,0.30952380952380953,active_computation
deepseek-r1-distill-llama-8b,problem_3550,79,521,0.1519230769230769,1,1,11,0.021153846153846155,3.2836913756088517,0.051428571428571435,4.47752800188498,0.19148936170212771,plan_generation
deepseek-r1-distill-llama-8b,problem_3550,80,521,0.15384615384615385,1,1,10,0.019230769230769232,7.132916539441896,-0.06,3.946876482252118,0.36,active_computation
deepseek-r1-distill-llama-8b,problem_3550,81,521,0.15576923076923077,1,1,9,0.01730769230769231,5.508637617104069,0.13015873015873017,5.279271690362504,0.54,active_computation
deepseek-r1-distill-llama-8b,problem_3550,82,521,0.1576923076923077,1,1,8,0.015384615384615385,6.546878353554255,-0.14750290360046459,6.546878353554255,0.1428571428571429,plan_generation
deepseek-r1-distill-llama-8b,problem_3550,83,521,0.1596153846153846,1,1,7,0.013461538461538462,4.65081816890846,-0.006462984723854287,4.193062750005405,0.024390243902439046,plan_generation
deepseek-r1-distill-llama-8b,problem_3550,84,521,0.16153846153846155,1,1,6,0.011538461538461539,4.474411333630887,-0.12013729977116702,4.474411333630887,0.34782608695652173,active_computation
deepseek-r1-distill-llama-8b,problem_3550,85,521,0.16346153846153846,1,1,5,0.009615384615384616,4.374849149197203,0.03518821603927985,4.01790143704512,0.3421052631578947,active_computation
deepseek-r1-distill-llama-8b,problem_3550,86,521,0.16538461538461538,1,1,4,0.007692307692307693,4.2343131202698965,0.1451814768460576,4.013100045282082,0.5531914893617021,active_computation
deepseek-r1-distill-llama-8b,problem_3550,87,521,0.1673076923076923,1,1,3,0.0057692307692307696,3.147755242952486,0.10243902439024391,5.535828009581125,0.3191489361702128,active_computation
deepseek-r1-distill-llama-8b,problem_3550,88,521,0.16923076923076924,1,1,2,0.0038461538461538464,5.836588934779732,-0.05871388630009321,5.6631041265279585,0.36585365853658536,uncertainty_management
deepseek-r1-distill-llama-8b,problem_3550,89,521,0.17115384615384616,1,1,1,0.0019230769230769232,5.182760963844914,0.07459207459207459,4.687649044923268,0.2432432432432432,uncertainty_management
deepseek-r1-distill-llama-8b,problem_3550,90,521,0.17307692307692307,1,0,0,0.0,6.007287646737244,-0.12467532467532469,6.979707591295223,0.02564102564102566,plan_generation
deepseek-r1-distill-llama-8b,problem_3550,91,521,0.175,1,1,6,0.011538461538461539,3.4091729591311126,0.11195445920303607,4.0795353248365975,0.022727272727272707,fact_retrieval
deepseek-r1-distill-llama-8b,problem_3550,92,521,0.17692307692307693,1,1,5,0.009615384615384616,9.31347051857152,-0.08108108108108109,6.668982846915641,0.0,plan_generation
deepseek-r1-distill-llama-8b,problem_3550,93,521,0.17884615384615385,1,1,4,0.007692307692307693,2.479081646625263,-0.03861788617886179,2.433855931569155,0.21621621621621623,fact_retrieval
deepseek-r1-distill-llama-8b,problem_3550,94,521,0.18076923076923077,1,1,3,0.0057692307692307696,5.043099210556717,-0.0660264105642257,5.671036413062694,0.4878048780487805,active_computation
deepseek-r1-distill-llama-8b,problem_3550,95,521,0.18269230769230768,1,1,2,0.0038461538461538464,0.0,0.0,3.8645371420777326,0.9183673469387755,active_computation
deepseek-r1-distill-llama-8b,problem_3550,96,521,0.18461538461538463,1,1,1,0.0019230769230769232,4.181497507139552,-0.03663003663003664,4.181497507139553,0.8571428571428572,active_computation
deepseek-r1-distill-llama-8b,problem_3550,97,521,0.18653846153846154,1,0,0,0.0,11.871931566530582,0.04999999999999999,4.828527899944434,0.3076923076923077,active_computation
deepseek-r1-distill-llama-8b,problem_3550,98,521,0.18846153846153846,1,1,7,0.013461538461538462,3.1932064632643224,0.3535353535353535,4.864523280222012,0.025000000000000022,fact_retrieval
deepseek-r1-distill-llama-8b,problem_3550,99,521,0.19038461538461537,1,1,6,0.011538461538461539,7.091101266532582,-0.12648221343873517,5.791594777992416,0.75,active_computation
deepseek-r1-distill-llama-8b,problem_3550,100,521,0.19230769230769232,1,1,5,0.009615384615384616,1.5902060314541184,0.7931034482758621,4.716353107694155,0.8695652173913043,active_computation
deepseek-r1-distill-llama-8b,problem_3550,101,521,0.19423076923076923,1,1,4,0.007692307692307693,4.61342469410319,-0.033333333333333354,5.762600518904012,0.22413793103448276,active_computation
deepseek-r1-distill-llama-8b,problem_3550,102,521,0.19615384615384615,1,1,3,0.0057692307692307696,8.725640441068212,0.08888888888888888,7.474323673028916,0.07499999999999996,active_computation
deepseek-r1-distill-llama-8b,problem_3550,103,521,0.19807692307692307,1,1,2,0.0038461538461538464,1.1060573522642798,-0.13043478260869565,6.603679023253159,0.6888888888888889,active_computation
deepseek-r1-distill-llama-8b,problem_3550,104,521,0.2,1,1,1,0.0019230769230769232,3.4601336988764695,-0.04258241758241757,5.531931886465973,0.08695652173913049,active_computation
deepseek-r1-distill-llama-8b,problem_3550,105,521,0.20192307692307693,1,0,0,0.0,5.683279691944497,0.0837789661319073,4.594391339966107,0.1428571428571429,active_computation
deepseek-r1-distill-llama-8b,problem_3550,106,521,0.20384615384615384,1,1,3,0.0057692307692307696,5.742970581966557,-0.03636363636363635,5.940497944212822,0.045454545454545414,fact_retrieval
deepseek-r1-distill-llama-8b,problem_3550,107,521,0.20576923076923076,1,1,2,0.0038461538461538464,9.047712003900562,0.020129870129870123,9.047712003900562,0.1636363636363637,plan_generation
deepseek-r1-distill-llama-8b,problem_3550,108,521,0.2076923076923077,1,1,1,0.0019230769230769232,12.270930124816145,-0.04081632653061224,5.629903078636241,0.3392857142857143,active_computation
deepseek-r1-distill-llama-8b,problem_3550,109,521,0.20961538461538462,1,0,0,0.0,3.080551987771366,-0.05686274509803921,6.820599011497804,0.36734693877551017,active_computation
deepseek-r1-distill-llama-8b,problem_3550,110,521,0.21153846153846154,1,1,7,0.013461538461538462,5.614980485965666,-0.039613526570048296,6.890993426890191,0.039215686274509776,fact_retrieval
deepseek-r1-distill-llama-8b,problem_3550,111,521,0.21346153846153845,1,1,6,0.011538461538461539,4.82838433195716,0.039613526570048296,4.82838433195716,0.04347826086956519,uncertainty_management
deepseek-r1-distill-llama-8b,problem_3550,112,521,0.2153846153846154,1,1,5,0.009615384615384616,4.442523583656763,0.02777777777777779,4.442523583656763,0.28888888888888886,active_computation
deepseek-r1-distill-llama-8b,problem_3550,113,521,0.2173076923076923,1,1,4,0.007692307692307693,2.6658408053038354,-0.20408163265306123,3.5261800472959988,0.55,active_computation
deepseek-r1-distill-llama-8b,problem_3550,114,521,0.21923076923076923,1,1,3,0.0057692307692307696,3.8838598330872802,0.07642205818497613,3.8838598330872802,0.18367346938775508,active_computation
deepseek-r1-distill-llama-8b,problem_3550,115,521,0.22115384615384615,1,1,2,0.0038461538461538464,5.3012763659963555,0.03432282003710574,3.3736318412412514,0.04255319148936165,active_computation
deepseek-r1-distill-llama-8b,problem_3550,116,521,0.2230769230769231,1,1,1,0.0019230769230769232,5.0949083971931906,0.014354066985645925,4.663435727792191,0.020408163265306145,active_computation
deepseek-r1-distill-llama-8b,problem_3550,117,521,0.225,1,0,0,0.0,4.0873449178658525,-0.04971590909090909,4.087344917865852,0.13636363636363635,plan_generation
deepseek-r1-distill-llama-8b,problem_3550,118,521,0.22692307692307692,1,1,1,0.0019230769230769232,4.602347721035236,0.0437062937062937,6.170321490788165,0.0625,fact_retrieval
deepseek-r1-distill-llama-8b,problem_3550,119,521,0.22884615384615384,1,0,0,0.0,5.192039254037727,0.036953242835595784,5.192039254037727,0.019230769230769273,active_computation
deepseek-r1-distill-llama-8b,problem_3550,120,521,0.23076923076923078,1,3,14,0.026923076923076925,5.471835193512254,-0.15233785822021118,5.471835193512254,0.039215686274509776,fact_retrieval
deepseek-r1-distill-llama-8b,problem_3550,121,521,0.2326923076923077,1,0,0,0.0,5.277745460576246,0.16767676767676767,5.798852879848189,0.15384615384615385,fact_retrieval
deepseek-r1-distill-llama-8b,problem_3550,122,521,0.23461538461538461,1,0,0,0.0,7.692399352854608,-0.04774535809018568,8.763042353561023,0.32727272727272727,fact_retrieval
deepseek-r1-distill-llama-8b,problem_3550,123,521,0.23653846153846153,1,1,11,0.021153846153846155,2.936119435788607,0.001960784313725497,6.285388426196585,0.12068965517241381,fact_retrieval
deepseek-r1-distill-llama-8b,problem_3550,124,521,0.23846153846153847,1,1,10,0.019230769230769232,5.524208073586559,-0.04035087719298244,5.404834615374006,0.4901960784313726,active_computation
deepseek-r1-distill-llama-8b,problem_3550,125,521,0.2403846153846154,1,1,9,0.01730769230769231,3.355253026774765,-0.04332259219477266,3.355253026774765,0.24561403508771928,uncertainty_management
deepseek-r1-distill-llama-8b,problem_3550,126,521,0.2423076923076923,1,1,8,0.015384615384615385,4.235468555231805,0.07722685388328215,4.862002566361017,0.18367346938775508,uncertainty_management
deepseek-r1-distill-llama-8b,problem_3550,127,521,0.24423076923076922,1,1,7,0.013461538461538462,0.0,0.0,7.012625065218876,0.8301886792452831,uncertainty_management
deepseek-r1-distill-llama-8b,problem_3550,128,521,0.24615384615384617,1,1,6,0.011538461538461539,5.188956136202904,-0.032307692307692315,5.085534876804408,0.3137254901960784,uncertainty_management
deepseek-r1-distill-llama-8b,problem_3550,129,521,0.24807692307692308,1,1,5,0.009615384615384616,4.428268058558248,-0.011082138200782271,4.428268058558248,0.5384615384615384,uncertainty_management
deepseek-r1-distill-llama-8b,problem_3550,130,521,0.25,1,1,4,0.007692307692307693,25.377225066240207,-0.2127659574468085,3.560817491994184,0.423728813559322,active_computation
deepseek-r1-distill-llama-8b,problem_3550,131,521,0.2519230769230769,1,1,3,0.0057692307692307696,3.8274605435702,0.09412188965019834,3.8274605435702,0.7021276595744681,active_computation
deepseek-r1-distill-llama-8b,problem_3550,132,521,0.25384615384615383,1,1,2,0.0038461538461538464,0.0,0.0,9.940916099200262,0.9491525423728814,active_computation
deepseek-r1-distill-llama-8b,problem_3550,133,521,0.25576923076923075,1,1,1,0.0019230769230769232,0.0,0.0,5.325065050505676,0.6799999999999999,active_computation
deepseek-r1-distill-llama-8b,problem_3550,134,521,0.25769230769230766,1,0,0,0.0,5.554889133590628,-0.11248073959938368,5.554889133590628,0.18181818181818177,uncertainty_management
deepseek-r1-distill-llama-8b,problem_3550,135,521,0.25961538461538464,1,1,8,0.015384615384615385,4.020161144150472,0.12646675358539766,4.020161144150472,0.288135593220339,fact_retrieval
deepseek-r1-distill-llama-8b,problem_3550,136,521,0.26153846153846155,1,1,7,0.013461538461538462,0.6716466869036237,-0.03258145363408521,5.3939361438140505,0.28846153846153844,active_computation
deepseek-r1-distill-llama-8b,problem_3550,137,521,0.26346153846153847,1,1,6,0.011538461538461539,5.237196405454574,0.08664021164021166,5.176895276098393,0.38596491228070173,uncertainty_management
deepseek-r1-distill-llama-8b,problem_3550,138,521,0.2653846153846154,1,1,5,0.009615384615384616,5.508611469825158,-0.06385696040868455,5.508611469825158,0.42592592592592593,uncertainty_management
deepseek-r1-distill-llama-8b,problem_3550,139,521,0.2673076923076923,1,1,4,0.007692307692307693,0.45657407806161837,0.053769725306838115,4.519912525574062,0.15517241379310343,active_computation
deepseek-r1-distill-llama-8b,problem_3550,140,521,0.2692307692307692,1,1,3,0.0057692307692307696,2.7317004198854877,0.051511758118701,5.651275116027483,0.5254237288135593,active_computation
deepseek-r1-distill-llama-8b,problem_3550,141,521,0.27115384615384613,1,1,2,0.0038461538461538464,0.0,0.0,3.292177574607857,0.7446808510638299,active_computation
deepseek-r1-distill-llama-8b,problem_3550,142,521,0.27307692307692305,1,1,1,0.0019230769230769232,4.970803537926553,0.015151515151515166,5.002134865024011,0.33870967741935487,self_checking
deepseek-r1-distill-llama-8b,problem_3550,143,521,0.275,1,0,0,0.0,6.79259567427292,-0.02734976887519261,6.60709924157371,0.7083333333333333,active_computation
deepseek-r1-distill-llama-8b,problem_3550,144,521,0.27692307692307694,1,1,4,0.007692307692307693,3.6410204753108593,0.12268518518518517,4.433017117294629,0.13559322033898302,fact_retrieval
deepseek-r1-distill-llama-8b,problem_3550,145,521,0.27884615384615385,1,1,3,0.0057692307692307696,13.488739132905147,-0.19642857142857142,8.198065042571566,0.0,active_computation
deepseek-r1-distill-llama-8b,problem_3550,146,521,0.28076923076923077,1,1,2,0.0038461538461538464,4.907828073187188,0.3787878787878788,4.462298576812479,0.0714285714285714,active_computation
deepseek-r1-distill-llama-8b,problem_3550,147,521,0.2826923076923077,1,1,1,0.0019230769230769232,24.78370807312735,-0.1346153846153846,6.311167266242554,0.6666666666666667,active_computation
